2022-08-11,136	
2022-08-12,281	
2022-08-13,234	
2022-08-14,181	
2022-08-15,224	
2022-08-16,215	
2022-08-17,209	
2022-08-18,236	
2022-08-19,645	
2022-08-20,579	
2022-08-21,417	
2022-08-22,372	
2022-08-23,295	
2022-08-24,308	
2022-08-25,395	
2022-08-26,357	
2022-08-27,276	
2022-08-28,253	
2022-08-29,202	
2022-08-30,165	
2022-08-31,140	
2022-09-01,119	
2022-09-02,102	
2022-09-03,86.7
2022-09-04,84.9
2022-09-05,73.8
2022-09-06,67.0
2022-09-07,63.0
2022-09-08,57.1
2022-09-09,55.1
